benchmark,logic,vbs_selection,vbs_par2,combined_sbs_selection,combined_sbs_par2,sbs_selection,sbs_par2,random_selection,random_par2,machsmt_selection,machsmt_par2,machsmt_matched_vbs,machsmt_regret
data/suite_500/QF_LIA/20180326-Bromberger/cut_lemma_01_007.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,22.071,z3::z3_lia_default,22.071,z3::z3_lia_default,22.071,z3::z3_lia_default,22.071,z3::z3_lia_arith,23.921,no,1.850
data/suite_500/QF_LIA/20180326-Bromberger/cut_lemma_02_006.smt2.slack.smt2,QF_LIA,z3::z3_lia_arith,0.065,z3::z3_lia_default,0.164,z3::z3_lia_default,0.164,z3::z3_lia_default,0.164,z3::z3_lia_arith,0.065,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/cut_lemma_02_008.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,0.023,z3::z3_lia_default,0.023,z3::z3_lia_default,0.023,cvc5::cvc5_lia_default,1.750,z3::z3_lia_arith,0.041,no,0.018
data/suite_500/QF_LIA/20180326-Bromberger/cut_lemma_03_007.smt2.slack.smt2,QF_LIA,z3::z3_lia_arith,7.310,z3::z3_lia_default,22.064,z3::z3_lia_default,22.064,z3::z3_lia_arith,7.310,z3::z3_lia_arith,7.310,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/unbd-sage11.smt2,QF_LIA,z3::z3_lia_default,9.174,z3::z3_lia_default,9.174,z3::z3_lia_default,9.174,z3::z3_lia_arith,120.000,z3::z3_lia_default,9.174,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/unbd-sage22.smt2,QF_LIA,z3::z3_lia_default,120.000,z3::z3_lia_default,120.000,z3::z3_lia_default,120.000,z3::z3_lia_arith,120.000,z3::z3_lia_arith,120.000,no,0.000
data/suite_500/QF_LIA/20180326-Bromberger/unbd-sage9.smt2,QF_LIA,z3::z3_lia_default,7.425,z3::z3_lia_default,7.425,z3::z3_lia_default,7.425,z3::z3_lia_default,7.425,z3::z3_lia_default,7.425,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/v10_problem_2__012.smt2.slack.smt2,QF_LIA,cvc5::cvc5_lia_arith,0.005,z3::z3_lia_default,0.019,z3::z3_lia_default,0.019,z3::z3_lia_default,0.019,z3::z3_lia_default,0.019,no,0.014
data/suite_500/QF_LIA/20180326-Bromberger/v10_problem_2__033.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,cvc5::cvc5_lia_arith,0.008,z3::z3_lia_default,0.008,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/v15_problem_2__005.smt2.slack.smt2,QF_LIA,cvc5::cvc5_lia_default,0.006,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_arith,0.009,no,0.003
data/suite_500/QF_LIA/20180326-Bromberger/v20_problem__012.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,0.012,z3::z3_lia_default,0.012,z3::z3_lia_default,0.012,z3::z3_lia_default,0.012,z3::z3_lia_default,0.012,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/v20_problem__022.smt2.slack.smt2,QF_LIA,z3::z3_lia_arith,0.012,z3::z3_lia_default,0.021,z3::z3_lia_default,0.021,z3::z3_lia_default,0.021,z3::z3_lia_default,0.021,no,0.009
data/suite_500/QF_LIA/20180326-Bromberger/v20_problem__027.smt2.slack.smt2,QF_LIA,cvc5::cvc5_lia_default,0.056,z3::z3_lia_default,0.087,z3::z3_lia_default,0.087,z3::z3_lia_arith,0.081,z3::z3_lia_default,0.087,no,0.031
data/suite_500/QF_LIA/20180326-Bromberger/v25_problem_2__017.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,0.043,z3::z3_lia_default,0.043,z3::z3_lia_default,0.043,z3::z3_lia_arith,120.000,z3::z3_lia_default,0.043,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/v25_problem_2__032.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,7.459,z3::z3_lia_default,7.459,z3::z3_lia_default,7.459,z3::z3_lia_default,7.459,z3::z3_lia_default,7.459,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/v30_problem_2__022.smt2.slack.smt2,QF_LIA,z3::z3_lia_arith,0.325,z3::z3_lia_default,10.218,z3::z3_lia_default,10.218,z3::z3_lia_arith,0.325,z3::z3_lia_default,10.218,no,9.893
data/suite_500/QF_LIA/20180326-Bromberger/v30_problem__025.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,0.031,z3::z3_lia_default,0.031,z3::z3_lia_default,0.031,cvc5::cvc5_lia_arith,120.000,z3::z3_lia_default,0.031,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/v30_problem__026.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,0.258,z3::z3_lia_default,0.258,z3::z3_lia_default,0.258,z3::z3_lia_arith,120.000,z3::z3_lia_default,0.258,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/v30_problem__033.smt2.slack.smt2,QF_LIA,z3::z3_lia_arith,0.630,z3::z3_lia_default,7.363,z3::z3_lia_default,7.363,cvc5::cvc5_lia_arith,2.349,z3::z3_lia_default,7.363,no,6.733
data/suite_500/QF_LIA/20180326-Bromberger/v35_problem_2__018.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,0.041,z3::z3_lia_default,0.041,z3::z3_lia_default,0.041,cvc5::cvc5_lia_default,6.704,z3::z3_lia_default,0.041,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/v35_problem__014.smt2.slack.smt2,QF_LIA,z3::z3_lia_arith,0.023,z3::z3_lia_default,0.033,z3::z3_lia_default,0.033,z3::z3_lia_default,0.033,z3::z3_lia_default,0.033,no,0.010
data/suite_500/QF_LIA/20180326-Bromberger/v35_problem__034.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,8.041,z3::z3_lia_default,8.041,z3::z3_lia_default,8.041,z3::z3_lia_arith,120.000,z3::z3_lia_default,8.041,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/v40_problem_2__022.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,0.019,z3::z3_lia_default,0.019,z3::z3_lia_default,0.019,cvc5::cvc5_lia_arith,4.388,z3::z3_lia_default,0.019,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/v45_problem_2__007.smt2.slack.smt2,QF_LIA,z3::z3_lia_default,0.010,z3::z3_lia_default,0.010,z3::z3_lia_default,0.010,cvc5::cvc5_lia_default,1.901,z3::z3_lia_default,0.010,yes,0.000
data/suite_500/QF_LIA/20180326-Bromberger/v45_problem__015.smt2.slack.smt2,QF_LIA,z3::z3_lia_arith,0.014,z3::z3_lia_default,0.020,z3::z3_lia_default,0.020,cvc5::cvc5_lia_default,0.179,z3::z3_lia_default,0.020,no,0.006
data/suite_500/QF_LIA/20220307-SMPT/RC-00.smt2,QF_LIA,z3::z3_lia_arith,0.031,z3::z3_lia_default,0.032,z3::z3_lia_default,0.032,z3::z3_lia_arith,0.031,cvc5::cvc5_lia_arith,0.108,no,0.077
data/suite_500/QF_LIA/20220307-SMPT/RC-01.smt2,QF_LIA,z3::z3_lia_arith,0.008,z3::z3_lia_default,0.014,z3::z3_lia_default,0.014,z3::z3_lia_arith,0.008,cvc5::cvc5_lia_default,0.021,no,0.013
data/suite_500/QF_LIA/20220307-SMPT/RC-03.smt2,QF_LIA,cvc5::cvc5_lia_arith,0.005,z3::z3_lia_default,0.021,z3::z3_lia_default,0.021,cvc5::cvc5_lia_default,0.006,cvc5::cvc5_lia_arith,0.005,yes,0.000
data/suite_500/QF_LIA/20220307-SMPT/RC-05.smt2,QF_LIA,z3::z3_lia_arith,0.030,z3::z3_lia_default,0.037,z3::z3_lia_default,0.037,z3::z3_lia_default,0.037,cvc5::cvc5_lia_arith,0.144,no,0.114
data/suite_500/QF_LIA/20220307-SMPT/RC-07.smt2,QF_LIA,cvc5::cvc5_lia_arith,0.004,z3::z3_lia_default,0.020,z3::z3_lia_default,0.020,z3::z3_lia_default,0.020,cvc5::cvc5_lia_arith,0.004,yes,0.000
data/suite_500/QF_LIA/20220307-SMPT/RC-09.smt2,QF_LIA,cvc5::cvc5_lia_default,0.006,z3::z3_lia_default,0.016,z3::z3_lia_default,0.016,cvc5::cvc5_lia_arith,0.006,z3::z3_lia_arith,0.011,no,0.005
data/suite_500/QF_LIA/20220307-SMPT/RC-09__3be6fd1cae.smt2,QF_LIA,cvc5::cvc5_lia_default,0.005,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_arith,0.008,no,0.003
data/suite_500/QF_LIA/20220307-SMPT/RC-10.smt2,QF_LIA,z3::z3_lia_default,0.017,z3::z3_lia_default,0.017,z3::z3_lia_default,0.017,cvc5::cvc5_lia_default,0.021,cvc5::cvc5_lia_arith,0.021,no,0.004
data/suite_500/QF_LIA/20220307-SMPT/RC-11.smt2,QF_LIA,cvc5::cvc5_lia_default,0.003,z3::z3_lia_default,0.006,z3::z3_lia_default,0.006,cvc5::cvc5_lia_default,0.003,cvc5::cvc5_lia_arith,0.003,no,0.000
data/suite_500/QF_LIA/20220307-SMPT/RC-12.smt2,QF_LIA,z3::z3_lia_default,0.043,z3::z3_lia_default,0.043,z3::z3_lia_default,0.043,cvc5::cvc5_lia_default,0.078,cvc5::cvc5_lia_arith,0.091,no,0.048
data/suite_500/QF_LIA/20220307-SMPT/RC-12__1647a8d548.smt2,QF_LIA,cvc5::cvc5_lia_arith,7.239,z3::z3_lia_default,120.000,z3::z3_lia_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_lia_arith,7.239,yes,0.000
data/suite_500/QF_LIA/20220307-SMPT/RC-12__eeebeff87c.smt2,QF_LIA,cvc5::cvc5_lia_default,0.004,z3::z3_lia_default,0.007,z3::z3_lia_default,0.007,cvc5::cvc5_lia_arith,0.005,cvc5::cvc5_lia_arith,0.005,no,0.001
data/suite_500/QF_LIA/20220307-SMPT/RF-01.smt2,QF_LIA,z3::z3_lia_default,0.029,z3::z3_lia_default,0.029,z3::z3_lia_default,0.029,z3::z3_lia_default,0.029,cvc5::cvc5_lia_arith,0.109,no,0.080
data/suite_500/QF_LIA/20220307-SMPT/RF-04.smt2,QF_LIA,cvc5::cvc5_lia_default,0.004,z3::z3_lia_default,0.007,z3::z3_lia_default,0.007,cvc5::cvc5_lia_arith,0.004,z3::z3_lia_arith,0.009,no,0.005
data/suite_500/QF_LIA/20220307-SMPT/RF-04__ca2422e5d4.smt2,QF_LIA,cvc5::cvc5_lia_arith,0.003,z3::z3_lia_default,0.006,z3::z3_lia_default,0.006,z3::z3_lia_default,0.006,cvc5::cvc5_lia_arith,0.003,yes,0.000
data/suite_500/QF_LIA/20220307-SMPT/RF-05.smt2,QF_LIA,z3::z3_lia_arith,0.048,z3::z3_lia_default,0.053,z3::z3_lia_default,0.053,cvc5::cvc5_lia_default,0.099,cvc5::cvc5_lia_arith,0.100,no,0.052
data/suite_500/QF_LIA/20220307-SMPT/RF-06.smt2,QF_LIA,cvc5::cvc5_lia_arith,0.003,z3::z3_lia_default,0.006,z3::z3_lia_default,0.006,cvc5::cvc5_lia_default,0.004,cvc5::cvc5_lia_arith,0.003,yes,0.000
data/suite_500/QF_LIA/20220307-SMPT/RF-08.smt2,QF_LIA,z3::z3_lia_arith,0.023,z3::z3_lia_default,0.030,z3::z3_lia_default,0.030,z3::z3_lia_arith,0.023,cvc5::cvc5_lia_arith,0.028,no,0.005
data/suite_500/QF_LIA/20220307-SMPT/RF-09.smt2,QF_LIA,cvc5::cvc5_lia_arith,0.003,z3::z3_lia_default,0.007,z3::z3_lia_default,0.007,z3::z3_lia_default,0.007,cvc5::cvc5_lia_arith,0.003,yes,0.000
data/suite_500/QF_LIA/20220307-SMPT/RF-10.smt2,QF_LIA,cvc5::cvc5_lia_arith,0.006,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_arith,0.009,no,0.003
data/suite_500/QF_LIA/20220307-SMPT/RF-11.smt2,QF_LIA,z3::z3_lia_default,0.011,z3::z3_lia_default,0.011,z3::z3_lia_default,0.011,z3::z3_lia_arith,0.013,cvc5::cvc5_lia_default,0.018,no,0.007
data/suite_500/QF_LIA/20220307-SMPT/RF-11__213a3150a5.smt2,QF_LIA,z3::z3_lia_arith,0.039,z3::z3_lia_default,0.041,z3::z3_lia_default,0.041,cvc5::cvc5_lia_default,0.096,cvc5::cvc5_lia_arith,0.096,no,0.057
data/suite_500/QF_LIA/20220307-SMPT/RF-12.smt2,QF_LIA,cvc5::cvc5_lia_arith,0.003,z3::z3_lia_default,0.007,z3::z3_lia_default,0.007,z3::z3_lia_default,0.007,cvc5::cvc5_lia_arith,0.003,yes,0.000
data/suite_500/QF_LIA/20220307-SMPT/RF-14.smt2,QF_LIA,cvc5::cvc5_lia_default,0.006,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_arith,0.008,z3::z3_lia_arith,0.008,no,0.002
data/suite_500/QF_LIA/20220307-SMPT/RF-14__76bc7a066c.smt2,QF_LIA,z3::z3_lia_default,0.009,z3::z3_lia_default,0.009,z3::z3_lia_default,0.009,z3::z3_lia_default,0.009,cvc5::cvc5_lia_arith,0.012,no,0.003
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__004.smt2,QF_LIA,z3::z3_lia_default,0.007,z3::z3_lia_default,0.007,z3::z3_lia_default,0.007,cvc5::cvc5_lia_arith,0.111,z3::z3_lia_arith,0.009,no,0.002
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__004__c5353620d5.smt2,QF_LIA,cvc5::cvc5_lia_default,0.008,z3::z3_lia_default,0.009,z3::z3_lia_default,0.009,cvc5::cvc5_lia_default,0.008,z3::z3_lia_arith,0.010,no,0.002
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__005.smt2,QF_LIA,z3::z3_lia_default,0.009,z3::z3_lia_default,0.009,z3::z3_lia_default,0.009,cvc5::cvc5_lia_arith,0.031,z3::z3_lia_arith,0.009,no,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__009.smt2,QF_LIA,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,cvc5::cvc5_lia_default,0.013,z3::z3_lia_arith,0.009,no,0.001
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__012.smt2,QF_LIA,z3::z3_lia_default,0.009,z3::z3_lia_default,0.009,z3::z3_lia_default,0.009,z3::z3_lia_arith,0.808,cvc5::cvc5_lia_arith,0.041,no,0.032
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__014.smt2,QF_LIA,z3::z3_lia_default,0.011,z3::z3_lia_default,0.011,z3::z3_lia_default,0.011,cvc5::cvc5_lia_default,0.026,z3::z3_lia_arith,0.044,no,0.033
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__017.smt2,QF_LIA,z3::z3_lia_arith,0.025,z3::z3_lia_default,0.040,z3::z3_lia_default,0.040,cvc5::cvc5_lia_default,0.170,z3::z3_lia_default,0.040,no,0.015
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__019.smt2,QF_LIA,cvc5::cvc5_lia_default,0.009,z3::z3_lia_default,0.011,z3::z3_lia_default,0.011,z3::z3_lia_arith,0.011,cvc5::cvc5_lia_arith,0.009,no,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__021.smt2,QF_LIA,z3::z3_lia_default,0.060,z3::z3_lia_default,0.060,z3::z3_lia_default,0.060,cvc5::cvc5_lia_default,0.453,z3::z3_lia_default,0.060,yes,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__027.smt2,QF_LIA,cvc5::cvc5_lia_default,0.038,z3::z3_lia_default,0.218,z3::z3_lia_default,0.218,z3::z3_lia_default,0.218,cvc5::cvc5_lia_arith,0.038,no,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__029.smt2,QF_LIA,z3::z3_lia_arith,0.032,z3::z3_lia_default,0.254,z3::z3_lia_default,0.254,z3::z3_lia_arith,0.032,cvc5::cvc5_lia_arith,0.976,no,0.944
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__032.smt2,QF_LIA,z3::z3_lia_arith,0.337,z3::z3_lia_default,1.197,z3::z3_lia_default,1.197,z3::z3_lia_arith,0.337,z3::z3_lia_default,1.197,no,0.860
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__032__2731284ecc.smt2,QF_LIA,z3::z3_lia_default,0.019,z3::z3_lia_default,0.019,z3::z3_lia_default,0.019,z3::z3_lia_arith,0.187,z3::z3_lia_default,0.019,yes,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__001.smt2,QF_LIA,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,cvc5::cvc5_lia_arith,0.030,cvc5::cvc5_lia_arith,0.030,no,0.022
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__002.smt2,QF_LIA,z3::z3_lia_default,0.009,z3::z3_lia_default,0.009,z3::z3_lia_default,0.009,cvc5::cvc5_lia_arith,0.191,z3::z3_lia_default,0.009,yes,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__003.smt2,QF_LIA,z3::z3_lia_arith,0.016,z3::z3_lia_default,0.048,z3::z3_lia_default,0.048,cvc5::cvc5_lia_default,0.031,z3::z3_lia_arith,0.016,yes,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__005.smt2,QF_LIA,z3::z3_lia_default,0.015,z3::z3_lia_default,0.015,z3::z3_lia_default,0.015,z3::z3_lia_arith,0.041,z3::z3_lia_arith,0.041,no,0.026
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__005__5f8089b1dd.smt2,QF_LIA,z3::z3_lia_arith,0.012,z3::z3_lia_default,0.025,z3::z3_lia_default,0.025,cvc5::cvc5_lia_default,0.109,z3::z3_lia_arith,0.012,yes,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__008.smt2,QF_LIA,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,yes,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__009.smt2,QF_LIA,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_arith,0.009,z3::z3_lia_arith,0.009,no,0.001
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__023.smt2,QF_LIA,cvc5::cvc5_lia_arith,0.027,z3::z3_lia_default,0.063,z3::z3_lia_default,0.063,z3::z3_lia_default,0.063,cvc5::cvc5_lia_arith,0.027,yes,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__029.smt2,QF_LIA,cvc5::cvc5_lia_default,0.039,z3::z3_lia_default,0.367,z3::z3_lia_default,0.367,cvc5::cvc5_lia_default,0.039,cvc5::cvc5_lia_arith,0.039,no,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__030.smt2,QF_LIA,z3::z3_lia_default,0.085,z3::z3_lia_default,0.085,z3::z3_lia_default,0.085,cvc5::cvc5_lia_arith,0.594,z3::z3_lia_default,0.085,yes,0.000
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__030__933362b9a3.smt2,QF_LIA,z3::z3_lia_arith,0.153,z3::z3_lia_default,0.186,z3::z3_lia_default,0.186,cvc5::cvc5_lia_default,120.000,z3::z3_lia_default,0.186,no,0.033
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__035.smt2,QF_LIA,cvc5::cvc5_lia_arith,0.005,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,z3::z3_lia_default,0.008,cvc5::cvc5_lia_arith,0.005,yes,0.000
data/suite_500/QF_LIA/bofill-scheduling/ex12900_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.077,z3::z3_lia_default,0.087,z3::z3_lia_default,0.087,z3::z3_lia_arith,0.077,cvc5::cvc5_lia_arith,0.142,no,0.065
data/suite_500/QF_LIA/bofill-scheduling/ex17000_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.165,z3::z3_lia_default,0.606,z3::z3_lia_default,0.606,cvc5::cvc5_lia_default,0.833,cvc5::cvc5_lia_arith,1.212,no,1.047
data/suite_500/QF_LIA/bofill-scheduling/ex18600_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.169,z3::z3_lia_default,0.705,z3::z3_lia_default,0.705,z3::z3_lia_arith,0.169,cvc5::cvc5_lia_arith,0.280,no,0.111
data/suite_500/QF_LIA/bofill-scheduling/ex19400_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.151,z3::z3_lia_default,0.929,z3::z3_lia_default,0.929,cvc5::cvc5_lia_arith,0.318,cvc5::cvc5_lia_arith,0.318,no,0.167
data/suite_500/QF_LIA/bofill-scheduling/ex19600_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.206,z3::z3_lia_default,1.039,z3::z3_lia_default,1.039,cvc5::cvc5_lia_arith,0.402,cvc5::cvc5_lia_arith,0.402,no,0.196
data/suite_500/QF_LIA/bofill-scheduling/ex20100_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.171,z3::z3_lia_default,0.740,z3::z3_lia_default,0.740,cvc5::cvc5_lia_arith,0.421,cvc5::cvc5_lia_arith,0.421,no,0.250
data/suite_500/QF_LIA/bofill-scheduling/ex21600_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.166,z3::z3_lia_default,0.789,z3::z3_lia_default,0.789,z3::z3_lia_arith,0.166,cvc5::cvc5_lia_arith,0.351,no,0.185
data/suite_500/QF_LIA/bofill-scheduling/ex24200_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.160,z3::z3_lia_default,0.721,z3::z3_lia_default,0.721,cvc5::cvc5_lia_default,0.444,cvc5::cvc5_lia_arith,0.397,no,0.237
data/suite_500/QF_LIA/bofill-scheduling/ex24900_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.139,z3::z3_lia_default,0.624,z3::z3_lia_default,0.624,z3::z3_lia_arith,0.139,cvc5::cvc5_lia_arith,0.264,no,0.125
data/suite_500/QF_LIA/bofill-scheduling/ex26400_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.165,z3::z3_lia_default,0.702,z3::z3_lia_default,0.702,z3::z3_lia_arith,0.165,cvc5::cvc5_lia_arith,0.404,no,0.239
data/suite_500/QF_LIA/bofill-scheduling/ex28100_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.165,z3::z3_lia_default,0.694,z3::z3_lia_default,0.694,cvc5::cvc5_lia_default,0.392,cvc5::cvc5_lia_arith,0.346,no,0.181
data/suite_500/QF_LIA/bofill-scheduling/ex3040_2400_100.smt2,QF_LIA,z3::z3_lia_arith,0.066,z3::z3_lia_default,0.068,z3::z3_lia_default,0.068,cvc5::cvc5_lia_arith,0.132,cvc5::cvc5_lia_arith,0.132,no,0.066
data/suite_500/QF_LIA/bofill-scheduling/ex3440_2400_100.smt2,QF_LIA,z3::z3_lia_default,0.064,z3::z3_lia_default,0.064,z3::z3_lia_default,0.064,cvc5::cvc5_lia_arith,0.116,cvc5::cvc5_lia_arith,0.116,no,0.052
data/suite_500/QF_LIA/bofill-scheduling/ex3840_2400_100.smt2,QF_LIA,z3::z3_lia_default,0.065,z3::z3_lia_default,0.065,z3::z3_lia_default,0.065,cvc5::cvc5_lia_default,0.116,cvc5::cvc5_lia_arith,0.118,no,0.053
data/suite_500/QF_LIA/bofill-scheduling/ex4060_2400_100.smt2,QF_LIA,z3::z3_lia_default,0.065,z3::z3_lia_default,0.065,z3::z3_lia_default,0.065,z3::z3_lia_arith,0.065,cvc5::cvc5_lia_arith,0.108,no,0.043
data/suite_500/QF_LIA/bofill-scheduling/ex4720_2400_100.smt2,QF_LIA,z3::z3_lia_arith,0.064,z3::z3_lia_default,0.065,z3::z3_lia_default,0.065,z3::z3_lia_arith,0.064,cvc5::cvc5_lia_arith,0.112,no,0.048
data/suite_500/QF_LIA/bofill-scheduling/ex4800_2400_100.smt2,QF_LIA,z3::z3_lia_arith,0.053,z3::z3_lia_default,0.054,z3::z3_lia_default,0.054,cvc5::cvc5_lia_arith,0.088,cvc5::cvc5_lia_arith,0.088,no,0.035
data/suite_500/QF_LIA/bofill-scheduling/ex5600_2600_100.smt2,QF_LIA,z3::z3_lia_default,0.083,z3::z3_lia_default,0.083,z3::z3_lia_default,0.083,z3::z3_lia_default,0.083,cvc5::cvc5_lia_arith,0.159,no,0.076
data/suite_500/QF_LIA/bofill-scheduling/ex6000_2400_100.smt2,QF_LIA,z3::z3_lia_arith,0.223,z3::z3_lia_default,1.863,z3::z3_lia_default,1.863,z3::z3_lia_default,1.863,cvc5::cvc5_lia_arith,0.739,no,0.516
data/suite_500/QF_LIA/bofill-scheduling/ex6880_2400_100.smt2,QF_LIA,z3::z3_lia_arith,0.234,z3::z3_lia_default,1.682,z3::z3_lia_default,1.682,z3::z3_lia_default,1.682,cvc5::cvc5_lia_arith,0.455,no,0.221
data/suite_500/QF_LIA/bofill-scheduling/ex7080_2400_100.smt2,QF_LIA,z3::z3_lia_arith,0.191,z3::z3_lia_default,0.876,z3::z3_lia_default,0.876,z3::z3_lia_arith,0.191,cvc5::cvc5_lia_arith,0.458,no,0.267
data/suite_500/QF_LIA/bofill-scheduling/ex7240_2400_100.smt2,QF_LIA,z3::z3_lia_arith,0.127,z3::z3_lia_default,0.664,z3::z3_lia_default,0.664,z3::z3_lia_arith,0.127,cvc5::cvc5_lia_arith,0.359,no,0.232
data/suite_500/QF_LIA/bofill-scheduling/ex7800_2600_100.smt2,QF_LIA,z3::z3_lia_arith,0.076,z3::z3_lia_default,0.077,z3::z3_lia_default,0.077,cvc5::cvc5_lia_arith,0.137,cvc5::cvc5_lia_arith,0.137,no,0.061
data/suite_500/QF_LIA/bofill-scheduling/ex8580_2400_100.smt2,QF_LIA,z3::z3_lia_arith,0.129,z3::z3_lia_default,0.852,z3::z3_lia_default,0.852,z3::z3_lia_default,0.852,cvc5::cvc5_lia_arith,0.385,no,0.256
data/suite_500/QF_LIA/bofill-scheduling/ex8820_2400_100.smt2,QF_LIA,z3::z3_lia_arith,0.114,z3::z3_lia_default,0.535,z3::z3_lia_default,0.535,cvc5::cvc5_lia_arith,0.422,cvc5::cvc5_lia_arith,0.422,no,0.308
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1149.smt2,QF_LIA,z3::z3_lia_default,0.033,z3::z3_lia_default,0.033,z3::z3_lia_default,0.033,cvc5::cvc5_lia_arith,0.672,z3::z3_lia_default,0.033,yes,0.000
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1165.smt2,QF_LIA,z3::z3_lia_default,0.034,z3::z3_lia_default,0.034,z3::z3_lia_default,0.034,cvc5::cvc5_lia_arith,0.749,z3::z3_lia_default,0.034,yes,0.000
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1173.smt2,QF_LIA,z3::z3_lia_default,0.035,z3::z3_lia_default,0.035,z3::z3_lia_default,0.035,cvc5::cvc5_lia_default,0.751,z3::z3_lia_default,0.035,yes,0.000
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1175.smt2,QF_LIA,z3::z3_lia_arith,0.029,z3::z3_lia_default,0.030,z3::z3_lia_default,0.030,z3::z3_lia_default,0.030,z3::z3_lia_default,0.030,no,0.001
