benchmark,logic,vbs_selection,vbs_par2,combined_sbs_selection,combined_sbs_par2,sbs_selection,sbs_par2,random_selection,random_par2,machsmt_selection,machsmt_par2,machsmt_matched_vbs,machsmt_regret
data/suite_500/QF_BV/bruttomesso/ext_con_032_128_0512.smt2,QF_BV,z3::z3_bv_default,0.261,z3::z3_bv_default,0.261,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.946,z3::z3_bv_eager,0.946,no,0.685
data/suite_500/QF_BV/bruttomesso/ext_con_036_004_1024.smt2,QF_BV,z3::z3_bv_default,0.640,z3::z3_bv_default,0.640,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,2.161,cvc5::cvc5_bv_default,2.061,no,1.421
data/suite_500/QF_BV/bruttomesso/ext_con_040_002_0016.smt2,QF_BV,z3::z3_bv_default,0.009,z3::z3_bv_default,0.009,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.150,cvc5::cvc5_bv_default,0.150,no,0.141
data/suite_500/QF_BV/bruttomesso/ext_con_044_004_0128.smt2,QF_BV,z3::z3_bv_default,0.058,z3::z3_bv_default,0.058,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.930,cvc5::cvc5_bv_default,0.422,no,0.364
data/suite_500/QF_BV/bruttomesso/ext_con_044_128_0512.smt2,QF_BV,z3::z3_bv_default,0.409,z3::z3_bv_default,0.409,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,z3::z3_bv_eager,0.947,no,0.538
data/suite_500/QF_BV/bruttomesso/ext_con_048_002_0032.smt2,QF_BV,z3::z3_bv_default,0.017,z3::z3_bv_default,0.017,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.286,cvc5::cvc5_bv_eager,0.286,no,0.269
data/suite_500/QF_BV/bruttomesso/ext_con_048_002_0256.smt2,QF_BV,z3::z3_bv_default,0.142,z3::z3_bv_default,0.142,z3::z3_lia_default,120.000,z3::z3_bv_default,0.142,cvc5::cvc5_bv_eager,0.631,no,0.489
data/suite_500/QF_BV/bruttomesso/ext_con_048_064_1024.smt2,QF_BV,z3::z3_bv_default,1.113,z3::z3_bv_default,1.113,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,z3::z3_bv_eager,1.333,no,0.220
data/suite_500/QF_BV/bruttomesso/ext_con_064_008_0128.smt2,QF_BV,z3::z3_bv_default,0.107,z3::z3_bv_default,0.107,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,1.811,z3::z3_bv_default,0.107,yes,0.000
data/suite_500/QF_BV/bruttomesso/ext_con_064_032_0512.smt2,QF_BV,z3::z3_bv_default,0.664,z3::z3_bv_default,0.664,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.979,z3::z3_bv_eager,0.979,no,0.315
data/suite_500/QF_BV/bruttomesso/lfsr_004_079_048.smt2,QF_BV,cvc5::cvc5_bv_eager,0.711,z3::z3_bv_default,0.728,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.711,z3::z3_bv_eager,0.957,no,0.246
data/suite_500/QF_BV/bruttomesso/lfsr_008_015_048.smt2,QF_BV,z3::z3_bv_default,5.688,z3::z3_bv_default,5.688,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,54.238,z3::z3_bv_default,5.688,yes,0.000
data/suite_500/QF_BV/bruttomesso/lfsr_008_031_096.smt2,QF_BV,z3::z3_bv_default,12.371,z3::z3_bv_default,12.371,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,120.000,z3::z3_bv_eager,12.512,no,0.141
data/suite_500/QF_BV/bruttomesso/lfsr_008_111_032.smt2,QF_BV,z3::z3_bv_default,1.808,z3::z3_bv_default,1.808,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,6.064,z3::z3_bv_eager,4.111,no,2.303
data/suite_500/QF_BV/bruttomesso/lfsr_008_111_096.smt2,QF_BV,cvc5::cvc5_bv_default,31.314,z3::z3_bv_default,33.098,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,34.060,z3::z3_bv_eager,32.763,no,1.449
data/suite_500/QF_BV/bruttomesso/lfsr_008_127_064.smt2,QF_BV,z3::z3_bv_default,13.276,z3::z3_bv_default,13.276,z3::z3_lia_default,120.000,z3::z3_bv_eager,13.840,z3::z3_bv_eager,13.840,no,0.564
data/suite_500/QF_BV/bruttomesso/simple_processors_008_002_0032.smt2,QF_BV,cvc5::cvc5_bv_default,1.082,z3::z3_bv_default,14.417,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,1.084,cvc5::cvc5_bv_default,1.082,yes,0.000
data/suite_500/QF_BV/bruttomesso/simple_processors_008_008_0004.smt2,QF_BV,z3::z3_bv_eager,13.225,z3::z3_bv_default,13.647,z3::z3_lia_default,120.000,z3::z3_bv_eager,13.225,z3::z3_bv_eager,13.225,yes,0.000
data/suite_500/QF_BV/sage/bench_1010.smt2,QF_BV,z3::z3_bv_default,0.009,z3::z3_bv_default,0.009,z3::z3_lia_default,120.000,z3::z3_bv_default,0.009,z3::z3_bv_default,0.009,yes,0.000
data/suite_500/QF_BV/sage/bench_1381.smt2,QF_BV,z3::z3_bv_default,0.183,z3::z3_bv_default,0.183,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.531,z3::z3_bv_eager,0.201,no,0.018
data/suite_500/QF_BV/sage/bench_1697.smt2,QF_BV,cvc5::cvc5_bv_default,0.003,z3::z3_bv_default,0.005,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.003,z3::z3_bv_default,0.005,no,0.002
data/suite_500/QF_BV/sage/bench_1840.smt2,QF_BV,cvc5::cvc5_bv_eager,0.003,z3::z3_bv_default,0.004,z3::z3_lia_default,120.000,z3::z3_bv_default,0.004,z3::z3_bv_default,0.004,no,0.001
data/suite_500/QF_BV/sage/bench_2162.smt2,QF_BV,z3::z3_bv_default,0.006,z3::z3_bv_default,0.006,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.008,z3::z3_bv_default,0.006,yes,0.000
data/suite_500/QF_BV/sage/bench_2400.smt2,QF_BV,z3::z3_bv_default,0.010,z3::z3_bv_default,0.010,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.014,z3::z3_bv_default,0.010,yes,0.000
data/suite_500/QF_BV/sage/bench_2402.smt2,QF_BV,cvc5::cvc5_bv_default,0.003,z3::z3_bv_default,0.007,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.007,z3::z3_bv_default,0.007,no,0.004
data/suite_500/QF_BV/sage/bench_253.smt2,QF_BV,cvc5::cvc5_bv_default,0.004,z3::z3_bv_default,0.007,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.007,cvc5::cvc5_bv_default,0.004,yes,0.000
data/suite_500/QF_BV/sage/bench_2599.smt2,QF_BV,cvc5::cvc5_bv_default,0.003,z3::z3_bv_default,0.006,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.007,z3::z3_bv_default,0.006,no,0.003
data/suite_500/QF_BV/sage/bench_2695.smt2,QF_BV,z3::z3_bv_default,0.039,z3::z3_bv_default,0.039,z3::z3_lia_default,120.000,z3::z3_bv_default,0.039,cvc5::cvc5_bv_default,0.116,no,0.077
data/suite_500/QF_BV/sage/bench_2884.smt2,QF_BV,cvc5::cvc5_bv_eager,0.004,z3::z3_bv_default,0.006,z3::z3_lia_default,120.000,z3::z3_bv_default,0.006,z3::z3_bv_default,0.006,no,0.002
data/suite_500/QF_BV/sage/bench_307.smt2,QF_BV,z3::z3_bv_default,0.013,z3::z3_bv_default,0.013,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.015,z3::z3_bv_default,0.013,yes,0.000
data/suite_500/QF_BV/sage/bench_3072.smt2,QF_BV,z3::z3_bv_default,0.007,z3::z3_bv_default,0.007,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.008,z3::z3_bv_default,0.007,yes,0.000
data/suite_500/QF_BV/sage/bench_3369.smt2,QF_BV,cvc5::cvc5_bv_default,0.004,z3::z3_bv_default,0.006,z3::z3_lia_default,120.000,z3::z3_bv_default,0.006,z3::z3_bv_default,0.006,no,0.002
data/suite_500/QF_BV/sage/bench_344.smt2,QF_BV,z3::z3_bv_eager,0.271,z3::z3_bv_default,0.297,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.902,cvc5::cvc5_bv_eager,0.902,no,0.631
data/suite_500/QF_BV/sage/bench_4719.smt2,QF_BV,z3::z3_bv_default,0.039,z3::z3_bv_default,0.039,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.091,z3::z3_bv_eager,0.039,no,0.000
data/suite_500/QF_BV/sage/bench_540.smt2,QF_BV,z3::z3_bv_eager,0.419,z3::z3_bv_default,0.445,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.419,z3::z3_bv_default,0.445,no,0.026
data/suite_500/QF_BV/sage/bench_5829.smt2,QF_BV,z3::z3_bv_default,0.008,z3::z3_bv_default,0.008,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.014,z3::z3_bv_default,0.008,yes,0.000
data/suite_500/QF_BV/sage/bench_6484.smt2,QF_BV,z3::z3_bv_default,0.006,z3::z3_bv_default,0.006,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.010,z3::z3_bv_default,0.006,yes,0.000
data/suite_500/QF_BV/sage/bench_654.smt2,QF_BV,cvc5::cvc5_bv_default,0.004,z3::z3_bv_default,0.005,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.004,cvc5::cvc5_bv_default,0.004,yes,0.000
data/suite_500/QF_BV/sage/bench_6658.smt2,QF_BV,z3::z3_bv_default,0.015,z3::z3_bv_default,0.015,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.017,z3::z3_bv_default,0.015,yes,0.000
data/suite_500/QF_BV/sage/bench_6839.smt2,QF_BV,cvc5::cvc5_bv_eager,0.002,z3::z3_bv_default,0.005,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.008,z3::z3_bv_default,0.005,no,0.003
data/suite_500/QF_BV/sage/bench_734.smt2,QF_BV,cvc5::cvc5_bv_default,0.004,z3::z3_bv_default,0.008,z3::z3_lia_default,120.000,z3::z3_bv_default,0.008,z3::z3_bv_default,0.008,no,0.004
data/suite_500/QF_BV/sage/bench_7842.smt2,QF_BV,cvc5::cvc5_bv_default,0.003,z3::z3_bv_default,0.007,z3::z3_lia_default,120.000,z3::z3_bv_default,0.007,z3::z3_bv_default,0.007,no,0.004
data/suite_500/QF_BV/sage/bench_8024.smt2,QF_BV,cvc5::cvc5_bv_eager,0.002,z3::z3_bv_default,0.005,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.002,z3::z3_bv_default,0.005,no,0.003
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331114.smt2,QF_BV,z3::z3_bv_eager,1.393,z3::z3_bv_default,1.484,z3::z3_lia_default,120.000,z3::z3_bv_eager,1.393,z3::z3_bv_eager,1.393,yes,0.000
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331116.smt2,QF_BV,cvc5::cvc5_bv_default,1.521,z3::z3_bv_default,1.823,z3::z3_lia_default,120.000,z3::z3_bv_eager,1.831,z3::z3_bv_eager,1.831,no,0.310
data/suite_500/QF_BV/spear/bin_eventlogadm_vc331165.smt2,QF_BV,cvc5::cvc5_bv_default,1.807,z3::z3_bv_default,2.228,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,1.875,z3::z3_bv_eager,2.360,no,0.553
data/suite_500/QF_BV/spear/bin_eventlogadm_vc334890.smt2,QF_BV,z3::z3_bv_default,1.888,z3::z3_bv_default,1.888,z3::z3_lia_default,120.000,z3::z3_bv_default,1.888,z3::z3_bv_default,1.888,yes,0.000
data/suite_500/QF_BV/spear/bin_eventlogadm_vc351363.smt2,QF_BV,z3::z3_bv_default,0.779,z3::z3_bv_default,0.779,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.785,z3::z3_bv_default,0.779,yes,0.000
data/suite_500/QF_BV/spear/bin_eventlogadm_vc352379.smt2,QF_BV,z3::z3_bv_default,3.165,z3::z3_bv_default,3.165,z3::z3_lia_default,120.000,z3::z3_bv_default,3.165,z3::z3_bv_default,3.165,yes,0.000
data/suite_500/QF_BV/spear/bin_eventlogadm_vc352861.smt2,QF_BV,z3::z3_bv_default,2.687,z3::z3_bv_default,2.687,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,7.649,z3::z3_bv_default,2.687,yes,0.000
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1225263.smt2,QF_BV,cvc5::cvc5_bv_eager,1.408,z3::z3_bv_default,1.506,z3::z3_lia_default,120.000,z3::z3_bv_eager,1.657,z3::z3_bv_eager,1.657,no,0.249
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1225723.smt2,QF_BV,cvc5::cvc5_bv_eager,0.887,z3::z3_bv_default,1.130,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.887,z3::z3_bv_default,1.130,no,0.243
data/suite_500/QF_BV/spear/bin_libmsrpc_vc1228427.smt2,QF_BV,cvc5::cvc5_bv_default,1.299,z3::z3_bv_default,1.431,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,1.299,z3::z3_bv_eager,1.380,no,0.081
data/suite_500/QF_BV/spear/bin_libsmbclient_vc1228439.smt2,QF_BV,z3::z3_bv_default,1.507,z3::z3_bv_default,1.507,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,2.092,z3::z3_bv_default,1.507,yes,0.000
data/suite_500/QF_BV/spear/bin_libsmbclient_vc1228512.smt2,QF_BV,cvc5::cvc5_bv_eager,2.292,z3::z3_bv_default,4.181,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,2.292,z3::z3_bv_default,4.181,no,1.889
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4284.smt2,QF_BV,z3::z3_bv_eager,0.517,z3::z3_bv_default,0.540,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.883,z3::z3_bv_default,0.540,no,0.023
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4288.smt2,QF_BV,z3::z3_bv_eager,0.432,z3::z3_bv_default,0.475,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.432,z3::z3_bv_default,0.475,no,0.043
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc4778.smt2,QF_BV,z3::z3_bv_default,0.235,z3::z3_bv_default,0.235,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,3.810,z3::z3_bv_default,0.235,yes,0.000
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc6229.smt2,QF_BV,z3::z3_bv_eager,1.432,z3::z3_bv_default,1.506,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,11.910,z3::z3_bv_default,1.506,no,0.074
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc6348.smt2,QF_BV,z3::z3_bv_eager,0.769,z3::z3_bv_default,0.771,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,7.568,z3::z3_bv_eager,0.769,yes,0.000
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc7074.smt2,QF_BV,z3::z3_bv_default,0.457,z3::z3_bv_default,0.457,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.482,z3::z3_bv_default,0.457,yes,0.000
data/suite_500/QF_BV/spear/bin_libsmbsharemodes_vc7120.smt2,QF_BV,z3::z3_bv_default,1.461,z3::z3_bv_default,1.461,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,1.816,z3::z3_bv_eager,1.485,no,0.024
data/suite_500/QF_BV/spear/cvs_vc105353.smt2,QF_BV,z3::z3_bv_eager,0.116,z3::z3_bv_default,0.119,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,1.268,z3::z3_bv_default,0.119,no,0.003
data/suite_500/QF_BV/spear/innd_innd_vc33354.smt2,QF_BV,cvc5::cvc5_bv_eager,1.014,z3::z3_bv_default,3.830,z3::z3_lia_default,120.000,z3::z3_bv_eager,3.939,z3::z3_bv_default,3.830,no,2.816
data/suite_500/QF_BV/spear/innd_innd_vc33369.smt2,QF_BV,cvc5::cvc5_bv_eager,1.547,z3::z3_bv_default,2.301,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,1.578,cvc5::cvc5_bv_default,1.578,no,0.031
data/suite_500/QF_BV/spear/innfeed_imapfeed_vc24636.smt2,QF_BV,cvc5::cvc5_bv_default,0.703,z3::z3_bv_default,2.054,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.712,z3::z3_bv_default,2.054,no,1.351
data/suite_500/QF_BV/spear/nnrpd_nnrpd_vc21034.smt2,QF_BV,cvc5::cvc5_bv_eager,1.318,z3::z3_bv_default,1.917,z3::z3_lia_default,120.000,z3::z3_bv_default,1.917,cvc5::cvc5_bv_default,1.333,no,0.015
data/suite_500/QF_BV/spear/nnrpd_nnrpd_vc21242.smt2,QF_BV,cvc5::cvc5_bv_eager,1.278,z3::z3_bv_default,5.040,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,1.314,cvc5::cvc5_bv_default,1.314,no,0.036
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00.smt2,QF_BV,cvc5::cvc5_bv_eager,0.014,z3::z3_bv_default,0.021,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.022,cvc5::cvc5_bv_default,0.015,no,0.001
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_018783_0x950130a_00.smt2,QF_BV,z3::z3_bv_default,0.015,z3::z3_bv_default,0.015,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.020,cvc5::cvc5_bv_default,0.020,no,0.005
data/suite_500/QF_BV/stp_samples/run_00000.trace.cond_285182_0xe7af5e_00.smt2,QF_BV,z3::z3_bv_default,0.019,z3::z3_bv_default,0.019,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.045,cvc5::cvc5_bv_default,0.045,no,0.026
data/suite_500/QF_BV/stp_samples/run_00007.trace.Alloc_large__009910.smt2,QF_BV,cvc5::cvc5_bv_eager,0.003,z3::z3_bv_default,0.006,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.004,z3::z3_bv_default,0.006,no,0.003
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_011941_0x4182de_00.smt2,QF_BV,cvc5::cvc5_bv_eager,0.007,z3::z3_bv_default,0.008,z3::z3_lia_default,120.000,z3::z3_bv_default,0.008,cvc5::cvc5_bv_default,0.008,no,0.001
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_012193_0x4182de_00.smt2,QF_BV,z3::z3_bv_default,0.010,z3::z3_bv_default,0.010,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.010,cvc5::cvc5_bv_eager,0.019,no,0.009
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025600_0x41821d_00.smt2,QF_BV,z3::z3_bv_default,0.011,z3::z3_bv_default,0.011,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.012,cvc5::cvc5_bv_eager,0.040,no,0.029
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025619_0x41821d_00.smt2,QF_BV,z3::z3_bv_default,0.011,z3::z3_bv_default,0.011,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.013,cvc5::cvc5_bv_eager,0.046,no,0.035
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_025633_0x418209_00.smt2,QF_BV,z3::z3_bv_default,0.011,z3::z3_bv_default,0.011,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.044,cvc5::cvc5_bv_eager,0.044,no,0.033
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026260_0x41821d_00.smt2,QF_BV,z3::z3_bv_default,0.009,z3::z3_bv_default,0.009,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.009,cvc5::cvc5_bv_eager,0.040,no,0.031
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026524_0x4181f2_00.smt2,QF_BV,z3::z3_bv_default,0.010,z3::z3_bv_default,0.010,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.010,cvc5::cvc5_bv_eager,0.013,no,0.003
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_026584_0x41821d_00.smt2,QF_BV,z3::z3_bv_default,0.010,z3::z3_bv_default,0.010,z3::z3_lia_default,120.000,z3::z3_bv_default,0.010,cvc5::cvc5_bv_eager,0.052,no,0.042
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028784_0x4183dc_00.smt2,QF_BV,z3::z3_bv_default,0.010,z3::z3_bv_default,0.010,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.023,cvc5::cvc5_bv_default,0.023,no,0.013
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028808_0x4183e1_00.smt2,QF_BV,z3::z3_bv_default,0.011,z3::z3_bv_default,0.011,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.062,cvc5::cvc5_bv_default,0.056,no,0.045
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028876_0x4183e1_00.smt2,QF_BV,z3::z3_bv_default,0.012,z3::z3_bv_default,0.012,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.074,cvc5::cvc5_bv_default,0.074,no,0.062
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_028931_0x4183c4_00.smt2,QF_BV,z3::z3_bv_default,0.010,z3::z3_bv_default,0.010,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.025,cvc5::cvc5_bv_default,0.025,no,0.015
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029028_0x4183d2_00.smt2,QF_BV,z3::z3_bv_default,0.011,z3::z3_bv_default,0.011,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.029,cvc5::cvc5_bv_default,0.029,no,0.018
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029056_0x4183e1_00.smt2,QF_BV,z3::z3_bv_default,0.011,z3::z3_bv_default,0.011,z3::z3_lia_default,120.000,z3::z3_bv_default,0.011,cvc5::cvc5_bv_default,0.069,no,0.058
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029120_0x4183d7_00.smt2,QF_BV,z3::z3_bv_default,0.010,z3::z3_bv_default,0.010,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.014,cvc5::cvc5_bv_default,0.029,no,0.019
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029122_0x4183dc_00.smt2,QF_BV,z3::z3_bv_default,0.011,z3::z3_bv_default,0.011,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.032,cvc5::cvc5_bv_default,0.034,no,0.023
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029124_0x4183e1_00.smt2,QF_BV,z3::z3_bv_default,0.012,z3::z3_bv_default,0.012,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.109,cvc5::cvc5_bv_default,0.115,no,0.103
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_029168_0x4183e1_00.smt2,QF_BV,z3::z3_bv_default,0.012,z3::z3_bv_default,0.012,z3::z3_lia_default,120.000,z3::z3_bv_default,0.012,cvc5::cvc5_bv_default,0.097,no,0.085
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030264_0x41821d_00.smt2,QF_BV,z3::z3_bv_default,0.012,z3::z3_bv_default,0.012,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.021,cvc5::cvc5_bv_default,0.021,no,0.009
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030302_0x4181f2_00.smt2,QF_BV,z3::z3_bv_eager,0.012,z3::z3_bv_default,0.013,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.021,cvc5::cvc5_bv_default,0.021,no,0.009
data/suite_500/QF_BV/stp_samples/run_03230.trace.cond_030422_0x41821d_00.smt2,QF_BV,z3::z3_bv_default,0.013,z3::z3_bv_default,0.013,z3::z3_lia_default,120.000,z3::z3_bv_default,0.013,cvc5::cvc5_bv_default,0.021,no,0.008
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1150.smt2,QF_BV,z3::z3_bv_eager,0.099,z3::z3_bv_default,0.103,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.575,z3::z3_bv_default,0.103,no,0.004
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1167.smt2,QF_BV,z3::z3_bv_eager,0.103,z3::z3_bv_default,0.119,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.836,z3::z3_bv_default,0.119,no,0.016
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1185.smt2,QF_BV,z3::z3_bv_eager,0.244,z3::z3_bv_default,0.247,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.793,z3::z3_bv_default,0.247,no,0.003
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1196.smt2,QF_BV,z3::z3_bv_default,0.233,z3::z3_bv_default,0.233,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.737,z3::z3_bv_default,0.233,yes,0.000
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1203.smt2,QF_BV,z3::z3_bv_default,0.246,z3::z3_bv_default,0.246,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.256,z3::z3_bv_default,0.246,yes,0.000
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1222.smt2,QF_BV,z3::z3_bv_default,0.111,z3::z3_bv_default,0.111,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.814,z3::z3_bv_default,0.111,yes,0.000
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1230.smt2,QF_BV,z3::z3_bv_default,0.055,z3::z3_bv_default,0.055,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.057,z3::z3_bv_default,0.055,yes,0.000
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1233.smt2,QF_BV,z3::z3_bv_default,0.141,z3::z3_bv_default,0.141,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.834,z3::z3_bv_default,0.141,yes,0.000
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1328.smt2,QF_BV,z3::z3_bv_eager,0.113,z3::z3_bv_default,0.117,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.851,z3::z3_bv_default,0.117,no,0.004
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1356.smt2,QF_BV,z3::z3_bv_eager,0.111,z3::z3_bv_default,0.119,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.657,z3::z3_bv_default,0.119,no,0.008
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1368.smt2,QF_BV,z3::z3_bv_default,0.119,z3::z3_bv_default,0.119,z3::z3_lia_default,120.000,z3::z3_bv_default,0.119,z3::z3_bv_default,0.119,yes,0.000
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1382.smt2,QF_BV,z3::z3_bv_default,0.121,z3::z3_bv_default,0.121,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.645,z3::z3_bv_default,0.121,yes,0.000
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1392.smt2,QF_BV,z3::z3_bv_default,0.315,z3::z3_bv_default,0.315,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,1.086,z3::z3_bv_default,0.315,yes,0.000
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1456.smt2,QF_BV,z3::z3_bv_eager,0.316,z3::z3_bv_default,0.334,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,1.178,z3::z3_bv_default,0.334,no,0.018
